Community Area Name,Community Area Number,Property Type,Property Name,Address,Zip Code,Phone Number,Management Company,Units,X Coordinate,Y Coordinate,Latitude,Longitude,Location
Montclare,18,Senior,The Montclare Senior Residences ,6650 W. Belden Ave.,60707,773-237-3831,Pacific Management Inc.,7,1131547.932,1914379.416,41.92130822,-87.79209096,"(41.9213082228, -87.792090958)"
Montclare,18,ARO,TBD,"6602,6614 W. Diversey Ave.",60707,708-867-3799,Zitella Development ,3,1131884.372,1917931.507,41.93104976,-87.79077219,"(41.9310497553, -87.7907721868)"
Near North Side,8,Multifamily,North Town Village,1311 N. Halsted St.,60610,312-944-9488,Holsten Real Estate Dev. Corp.,317,1170813.062,1908876.862,41.90543825,-87.64798274,"(41.9054382467, -87.6479827434)"
Near North Side,8,Multifamily,Parkside-I Rental,545 W. Division St.,60610,312-944-8500,Holsten Management Corp.,116,1172154.289,1908220.998,41.90360901,-87.6430754,"(41.9036090085, -87.6430753954)"
Near North Side,8,Multifamily,Parkside of Old Town Phase IIA,544 W. Oak St.,60610,312-640-6032,Holsten Real Estate Dev. Corp.,111,1172196.032,1907097.533,41.90052524,-87.64295528,"(41.9005252379, -87.6429552753)"
Near North Side,8,Multifamily,North Town Village II,1311 N. Halsted St.,60642,312-944-9488,Holsten Real Estate Dev. Corp.,112,1170813.062,1908876.862,41.90543825,-87.64798274,"(41.9054382467, -87.6479827434)"
Near North Side,8,Supportive Housing,The Midwest/Carroll Park Apartments,1333 N. Kingsbury St.,60622,312-337-5339,Holsten Real Estate Dev. Corp.,40,1170359.454,1908979.929,41.905731,-87.64964597,"(41.9057310023, -87.6496459664)"
Near South Side,33,Senior,Senior Suites of Central Station,1400 S. Indiana Ave.,60605,312-913-9333,Senior Lifestyle Corp.,276,1177842.094,1893842.68,41.86402666,-87.62262043,"(41.8640266649, -87.622620427)"
Near South Side,33,Supportive Housing,The Studios,1801 S. Wabash St.,60616,312-326-5200,East Lake Management Co.,96,1177086.698,1891564.72,41.85779292,-87.62546237,"(41.857792921, -87.6254623688)"
Near South Side,33,Multifamily,Hillard Homes Phase I,2030 S. State St.,60616,312-225-7610,Holsten Real Estate Dev. Corp.,170,1176604.642,1890373.503,41.85453503,-87.62726774,"(41.854535033, -87.6272677388)"
Near South Side,33,Senior,Hilliard Homes Phase I,30 W. Cermak Road,60616,312-326-1455,Holsten Real Estate Dev. Corp.,151,1176346.441,1889816.861,41.85301339,-87.62823221,"(41.8530133902, -87.628232211)"
Near South Side,33,Multifamily,Hilliard Homes Phase II,2031 S. Clark St.,60616,312-326-1455,Holsten Management Corp.,176,1175862.866,1890322.361,41.8544114,-87.62999188,"(41.8544114001, -87.6299918764)"
Near South Side,33,Senior,Hilliard Homes Phase II,30 W. Cermak Road,60616,312-326-1466,Holsten Management Corp.,151,1176346.441,1889816.861,41.85301339,-87.62823221,"(41.8530133902, -87.628232211)"
Near South Side,33,Senior,G&A Senior Residences at Eastgate Village,300 E. 26th Street,60616,773-381-7400,Eastgate Village Partners LP,127,1178501.162,1887204.44,41.8457959,-87.62040337,"(41.8457959044, -87.6204033747)"
Near West Side,28,Multifamily,Westhaven Park Phase IIA,2237 W. Maypole Ave.,60612,312-455-0009,Interstate Realty Management Co.,92,1161390.347,1900920.966,41.88380799,-87.68281702,"(41.8838079875, -87.6828170157)"
Near West Side,28,Multifamily,Westhaven Park Phase IIB,110 N. Wood St.,60612,312-491-1117,Interstate Realty Management Co.,176,1164349.325,1900851.12,41.88355426,-87.67195337,"(41.8835542602, -87.6719533672)"
Near West Side,28,Multifamily,Westhaven Park IIC ,1939 W. Lake St.,60612,312-455-0009,Interstate Realty Management Co.,42,1163284.257,1901334.737,41.8849038,-87.67585077,"(41.8849038015, -87.6758507682)"
Near West Side,28,Multifamily,Roosevelt Square Phase I /ABLA Rental,1222 W. Roosevelt Road,60607,312-948-0116,Related Management Co. LP,105,1168285.133,1894881.985,41.86709035,-87.65767338,"(41.8670903488, -87.6576733813)"
Near West Side,28,Senior,Roosevelt Place,1401 W. Roosevelt Road,60608,312-733-2436,"East Lake Management Group, Inc.",181,1167191.396,1894769.797,41.86680605,-87.66169184,"(41.866806049, -87.6616918421)"
Near West Side,28,Senior,Loomis Court,1314 W. 15th St.,60608,312-850-4128,CHA,68,1167767.395,1892902.581,41.86166987,-87.65963108,"(41.8616698673, -87.659631083)"
Near West Side,28,Multifamily,Newberry Park Apartments,1355 S. Blue Island Ave.,60608,312-563-0099,AIMCO,124,1168817.278,1893757.841,41.8639941,-87.65575239,"(41.8639940988, -87.6557523872)"
Near West Side,28,Multifamily,Near West Side Apartments,216 S. Hoyne Ave.,60612,312-738-2280,Baker-Simmons Apartments,84,1162403.567,1898857.889,41.87812559,-87.67915413,"(41.8781255904, -87.6791541271)"
Near West Side,28,Multifamily,St. Andrew's Court,50 N. Hoyne Ave.,60612,312-226-7620,St. Andrew's Court LP,15,1162359.526,1900563.445,41.8828067,-87.67926811,"(41.8828067022, -87.6792681084)"
Near West Side,28,Multifamily,Jackson Square West End,2425 W. Adams St.,60612,312-492-6645,East Lake Management Co.,115,1160165.746,1898949.65,41.8784239,-87.68736835,"(41.8784239004, -87.6873683543)"
Near West Side,28,Supportive,Harvest Commons,1519 W. Warren Blvd.,60607,312-660-1354,Heartland Houisng Inc.,89,1165979.3,1900396.393,41.88227183,-87.66598098,"(41.8822718277, -87.6659809767)"
New City,61,Multifamily,Senior Suites of New City,4845 S. Western Blvd.,60609,773-523-9333,Senior Lifestyle Corp.,115,1161385.374,1872314.959,41.80531018,-87.68362994,"(41.8053101773, -87.6836299382)"
New City,61,Senior,West Haven Homes,850 W. Garfield Blvd.,60609,773-536-3057,"Universal Management Service, Inc.",110,1171337.269,1868414.146,41.7943937,-87.64724467,"(41.7943936951, -87.6472446717)"
New City,61,Senior,Goldblatt's Senior Living,1615 W. 47th St.,60609,877-882-1495,BMA Management Ltd.,101,1166287.997,1873508.207,41.80848148,-87.66561509,"(41.8084814825, -87.6656150864)"
North Center,5,Senior,North Center Senior Apartments,2324 W. Irving Park Road,60618,773-478-8900,"Metroplex, Inc.",60,1160064.901,1926543.181,41.95414467,-87.68697505,"(41.9541446663, -87.6869750499)"
North Lawndale,29,Senior,Roosevelt Towers,3440 W. Roosevelt Road,60624,773-265-6961,"East Lake Management Group, Inc.",104,1153440.124,1894532.775,41.86643977,-87.71218086,"(41.8664397713, -87.7121808603)"
North Lawndale,29,Senior,Tabernacle Apartments,3836 W. Cermak Road,60623,773-762-3389,Lawndale Christian Residential Svcs.,126,1150987.19,1889144.749,41.85170274,-87.72132688,"(41.8517027368, -87.7213268803)"
North Lawndale,29,Multifamily,Lazarus Apartments,1859 S. Pulaski Ave.,60623,773-762-3389,Lawndale Christian Residential Svcs.,26,1150056.063,1890463.503,41.85533972,-87.72471008,"(41.8553397217, -87.7247100763)"
North Lawndale,29,Multifamily,Dicksons Estates Apartments,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,48,1156574.009,1894894.51,41.86736961,-87.70066623,"(41.8673696101, -87.7006662254)"
North Lawndale,29,Multifamily,Praise Apartments,1859 S. Pulaski Road,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1150056.063,1890463.503,41.85533972,-87.72471008,"(41.8553397217, -87.7247100763)"
North Lawndale,29,Multifamily,Fountain View Apartments,1331 S. Independence Blvd.,60623,773-762-3389,Lawndale Christian Residential Svcs.,32,1151511.158,1893415.133,41.86341092,-87.71929168,"(41.8634109156, -87.7192916814)"
North Lawndale,29,Multifamily,Lawndale Restoration II Apartments,3200 block of West Douglas Blvd.,60613,312-337-5339,Holsten Management Corp.,45,,,,,
North Lawndale,29,Multifamily,Dr. King Apartments,1550 S. Hamlin Ave.,60623,773-776-7233,Lawndale Christian Residential Svcs.,170,1151263.623,1891891.93,41.85923592,-87.7202403,"(41.8592359223, -87.720240298)"
North Lawndale,29,Supportive/HIV/AIDS,Hope House,1251 S. Sawyer Ave.,60623,773-935-4663,"AIDSCare, Inc.",80,1154939.023,1893956.68,41.86482901,-87.70669366,"(41.8648290106, -87.7066936632)"
North Lawndale,29,Supportive/Youth/Kinship Families,Sankofa House,4041 W. Roosevelt Road,60624,773-257-8800,Interfaith Housing Corp.,32,1149479.823,1894358.781,41.86604003,-87.72672414,"(41.8660400256, -87.7267241437)"
North Lawndale,29,Supportive Housing,Independence Apartments,927 S. Independence Blvd.,60624,773-549-8300,Realty & Mortgage Co.,58,1151446.075,1895529.682,41.86921476,-87.71947509,"(41.8692147569, -87.7194750917)"
North Lawndale,29,Multifamily,Dicksons Estates Apartments,1129 S. Sacramento Ave.,60612,773-638-0386,Dickson Estates Apartments,42,1156574.009,1894894.51,41.86736961,-87.70066623,"(41.8673696101, -87.7006662254)"
North Lawndale,29,Multifamily,Renaissance Place Apartments,3128 W. Douglas Blvd.,60623,773-762-3389,Lawndale Christian Residential Svcs.,11,1155600.26,1893326.92,41.86308761,-87.70428319,"(41.8630876114, -87.7042831894)"
North Lawndale,29,Multifamily,Park Douglas,Ogden/California/Talman,60608,773-893-4800,Interstate Realty Management Co.,54,,,,,
North Park,13,Senior,North Park Village Apartments,5801 N. Pulaski Road,60646,773-478-6890,EHDOC,137,1148723.501,1938044.237,41.98593151,-87.72836921,"(41.9859315142, -87.72836921)"
North Park,13,Senior,Edward M. Marx Apartments,5801 N. Pulaski Road,60646,773-583-4182,EHDOC,180,1148723.501,1938044.237,41.98593151,-87.72836921,"(41.9859315142, -87.72836921)"
Norwood Park,,Senior,Senior Suites of Norwood Park,5700 N. Harlem Ave.,60631,888-339-2315,Senior Lifestyle ,84,1127328.815,1937441.873,41.98466628,-87.80707301,"(41.9846662832, -87.8070730079)"
Oakland,36,Multifamily,Oakwood Shores 1A,37th/Ellis,60653,773-373-1300,"The Community Builders, Inc.",40,,,,,
Oakland,36,Multifamily,Oakwood Shores 1B,37th/Cottage,60653,773-373-1300,"The Community Builders, Inc.",163,,,,,
Oakland,36,Multifamily,Oakwood Shores 2A,37th/Langley,60653,773-373-1300,"The Community Builders, Inc.",162,,,,,
Oakland,36,Multifamily,Oakwood Shores 2B 1,38th/Vincennes,60653,773-373-1300,"The Community Builders, Inc.",199,,,,,
Oakland,36,Multifamily,Oakwood Shores Senior Apartments,3750 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",75,1181862.329,1880153.551,41.82637057,-87.60828676,"(41.8263705668, -87.6082867641)"
Oakland,36,Multifamily,Lake Park Crescent,1061 E. 41st Place,60653,773-268-0200,"Draper and Kramer, Inc.",32,1184161.776,1877771.789,41.81978129,-87.59992527,"(41.8197812878, -87.5999252673)"
Oakland,36,Senior,Oakwood Shores Terrace,3755 S. Cottage Grove Ave.,60653,773-373-1300,"The Community Builders, Inc.",148,1181955.52,1880134.932,41.82631731,-87.60794545,"(41.826317314, -87.6079454471)"
Pullman,50,Multifamily,Pullman Wheelworks,901 E. 104th St.,60628,773-785-1300,Mercy Housing,210,1184202.937,1836150.183,41.70556659,-87.60107403,"(41.7055665942, -87.6010740303)"
Pullman,50,Senior,Pullman Suites,15 E. 112th Place,60628,773-840-3993,Triangle & Assoc.,60,1178428.442,1830343.03,41.68976374,-87.62239508,"(41.6897637422, -87.6223950849)"
Riverdale,54,Senior,Concordia Apartments,13037 S. Daniel Dr.,60627,773-995-5200,"DRE, Inc.",75,1180294.274,1818758.372,41.65793125,-87.6159174,"(41.6579312533, -87.6159174009)"
Rogers Park,1,Supportive Housing,Wayne Street Apartments,6808 N. Wayne Ave.,60626,773-572-5272,The Thresholds,297,1165865.348,1945401.689,42.00577097,-87.66511109,"(42.0057709728, -87.6651110904)"
Rogers Park,1,Senior,Morse Senior Apartments,6928 N. Wayne Ave.,60626,312-602-6207,Morse Urban Dev.,44,1165843.898,1946058.513,42.00757377,-87.66517114,"(42.0075737709, -87.6651711448)"
Rogers Park,1,Senior,James Sneider Apartments,7450 N. Rogers Ave.,60626,773-743-3699,Hispanic Housing Dev. Corp.,57,1163640.709,1949531.171,42.01714971,-87.67317857,"(42.0171497111, -87.6731785733)"
Rogers Park,1,Senior,Wayne Senior Housing,6928 N. Wayne Ave.,60626,773-274-0177,CIG Management,119,1165843.898,1946058.513,42.00757377,-87.66517114,"(42.0075737709, -87.6651711448)"
Roseland,49,Supportive Housing,Wentworth Commons,11045 S. Wentworth Ave.,60628,773-568-7804,Mercy Housing Lakefront,50,1176951.402,1831516.016,41.69301591,-87.62776735,"(41.6930159121, -87.6277673462)"
Roseland,49,Multifamily,Roseland Ridge Apartments,10513 S. Michigan Ave.,60628,773-341-3158,NHS Redevelopment Corp.,51,1178893.699,1835198.534,41.70307738,-87.62054468,"(41.7030773785, -87.6205446771)"
Roseland,49,Supportive Housing,Holland Apartments,240 W. 107th Place,60628,773-568-3031,Mercy Housing,40,1176448.512,1833690.986,41.69899564,-87.62954345,"(41.698995638, -87.6295434504)"
Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,60628,773-468-6400,Pathway Senior Living ,81,1178829.401,1835494.405,41.70389075,-87.62077116,"(41.7038907515, -87.6207711553)"
Roseland,49,Senior,Roseland Ridge Senior Apartments,10400-30 S. Michigan Ave.,60628,773-548-8301,Neighborhood Housing Services,124,1178859.465,1836023.491,41.70534195,-87.62064503,"(41.7053419518, -87.6206450334)"
Roseland,,Inter-generational,Roseland Village Grand-Family Apartments,63 E. 104th St.,60628,773-468-1901,Mercy Housing,10,1178767.713,1835996.433,41.70526978,-87.62098184,"(41.7052697846, -87.6209818377)"
South Chicago,46,Senior,Victory Center of South Chicago,3251 E. 92nd St.,60617,773-449-2600,Pathway Senior Living ,60,1199523.085,1844538.456,41.72821355,-87.54469279,"(41.7282135464, -87.5446927939)"
South Chicago,46,Supportive Housing,Bettendorf Place SRO,8425 S. Saginaw Ave.,60617,773-359-4902,Alexian Brothers Bonaventure House,112,1195337.919,1849509.651,41.74195912,-87.5598599,"(41.7419591238, -87.5598598952)"
South Chicago,46,Senior,Victory Center of South Chicago,9200 S. Burley Ave.,60617,773-449-2600,Pathway Senior Living ,23,1199232.901,1844538.1,41.72821986,-87.54575578,"(41.7282198588, -87.5457557823)"
South Chicago,46,Multifamily,Casa Kirk,3200 E. 92nd St.,60617,773-734-2884,Interfaith Housing Corp.,112,1198941.103,1844604.277,41.72840878,-87.54682246,"(41.7284087757, -87.546822457)"
South Lawndale,30,Multifamily,Casa Sor Juana,2700 S. Drake Ave.,60608,312-850-1935,The Resurrection Project,29,1153098.302,1885797.728,41.84247656,-87.71366715,"(41.842476558, -87.713667149)"
South Shore,43,Multifamily,Highlands Tudor Manor,7018 S. Cregier Ave.,60649,773-667-1940,Related Management Co. LP,18,1189376.954,1858721.452,41.76738208,-87.58140538,"(41.7673820796, -87.5814053802)"
South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,60649,773-374-5333,Senior Lifestyle Corp.,87,1196631.912,1854159.484,41.7546866,-87.55496472,"(41.7546866025, -87.5549647165)"
South Shore,43,Senior,Rainbow's End,7538 S. Kingston Ave.,60649,773-768-5402,"Urban Property Advisors, LLC",84,1194467.28,1855300.561,41.75787127,-87.56285983,"(41.7578712724, -87.5628598349)"
South Shore,43,Senior,Senior Suites of South Shore,2355 E. 67th St.,60649,773-324-2333,Senior Lifestyle Corp.,55,1193073.323,1860960.163,41.77343579,-87.56778382,"(41.7734357917, -87.567783821)"
Uptown,3,Supportive Housing,Major Jenkins Apartments,5012 N. Winthrop Ave.,60640,773-506-3486,Mercy Housing,96,1167919.615,1933730.438,41.97370056,-87.65789194,"(41.9737005572, -87.6578919355)"
Uptown,3,Multifamily,Uptown Preservation Apartments,900 W. Windsor Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,160,1169410.724,1930422.942,41.9645923,-87.65250544,"(41.9645923009, -87.6525054366)"
Uptown,3,Multifamily,Uptown Preservation Apartments,4431 N. Clifton Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1167869.511,1929704.264,41.96265369,-87.65819285,"(41.9626536881, -87.6581928459)"
Uptown,3,Multifamily,Uptown Preservation Apartments,927 W. Wilson Ave.,60640,773-286-5400,Leasing & Management Co. Inc.,18,1169143.773,1930693.074,41.96533937,-87.65347906,"(41.9653393681, -87.653479057)"
Uptown,3,Multifamily,Malden Arms Apartments,4727 N. Malden St.,60640,773-334-2164,Mercy Housing,41,1166646.838,1931640.345,41.96799271,-87.66263241,"(41.967992713, -87.6626324087)"
Uptown,3,Multifamily,Sunnyside Kenmore Apartments,847-49 W. Sunnyside Ave.,60640,773-769-3116,"Metroplex, Inc.",83,1169606.678,1930039.336,41.9635354,-87.65179619,"(41.9635353994, -87.6517961908)"
Uptown,3,Multifamily,Sunnyside Kenmore Apartments,4130 N. Kenmore Ave.,60640,773-769-3116,"Metroplex, Inc.",13,1168380.03,1927860.194,41.95758244,-87.65636944,"(41.9575824413, -87.6563694357)"
Uptown,3,Senior,Wilson Yard Senior Apartments,1032 W. Montrose Ave,60613,866-227-0438,Holsten Real Estate Dev. Corp.,13,1168438.959,1929421.65,41.96186585,-87.65610743,"(41.9618658533, -87.6561074284)"
Uptown,3,Senior,Kenmore Senior Housing,5040 N. Kenmore Ave.,60640,773-769-3006,The Habitat Co.,98,1168292.832,1934023.29,41.97449607,-87.65651102,"(41.9744960685, -87.6565110221)"
Uptown,3,Supportive Housing,Harold Washington Apartments,4946 N. Sheridan Road ,60640,312-447-4621,Mercy Housing,100,1168689.933,1933461.587,41.97294612,-87.65506712,"(41.9729461221, -87.6550671247)"
Uptown,3,Multifamily,850 Eastwood,850 W. Eastwood Ave.,60640,773-275-6877,Mercy Housing,69,1169619.113,1931130.186,41.96652845,-87.65171856,"(41.9665284532, -87.6517185639)"
Uptown,3,Senior,Ruth Shriman House,4040 N. Sheridan Road,60613,773-665-2210,Interfaith Housing Corp.,231,1168832.75,1927172.303,41.95568502,-87.65472513,"(41.9556850173, -87.6547251281)"
Uptown,,ARO,Somerset Place Apartments,5009 N. Sheridan Road,60640,317-596-2168,Zidan Management Group,16,1168763.559,1933706.921,41.97361773,-87.65478924,"(41.9736177254, -87.6547892431)"
Washington Heights,73,Senior,Senior Suites of Washington Heights,848 W. 103rd St.,60643,773-233-1333,Senior Lifestyle Corp.,82,1172263.727,1836577.477,41.70700943,-87.64478166,"(41.7070094274, -87.6447816603)"
Washington Heights,73,Senior,Brainerd Senior Center,8915 S. Loomis St.,60620,773-429-1501,Realty & Mortgage Co.,60,1168602.534,1845525.798,41.73164453,-87.65793186,"(41.7316445313, -87.6579318552)"
Washington Park,40,People with Disabilities,Urbanite Apartments,5441 S. Michigan Ave.,60615,773-285-3341,Assoc. of Chicago Day School,85,1178127.358,1868790.595,41.7952753,-87.62233438,"(41.7952753031, -87.6223343775)"
Washington Park,40,People with Disabilities,"Brand New Beginnings, Inc.",5801 S. Michigan Ave.,60637,773-955-5780,Harriet Tubman NFP,25,1178188.164,1866559.655,41.78915201,-87.62217908,"(41.7891520073, -87.6221790762)"
Washington Park,40,Multifamily,St. Edmund's Manor,5947 S. Indiana Ave.,60653,773-548-8924,St. Edmund's Manor Ltd.,24,1178662.056,1865432.916,41.78604936,-87.62047574,"(41.7860493567, -87.6204757369)"
Washington Park,40,Multifamily,St. Edmund's Village,6253 S. Michigan Ave.,60653,773-493-2411,St. Edmund's Village LP,31,1178307.697,1863372.599,41.78040369,-87.62183749,"(41.7804036945, -87.6218374892)"
Washington Park,40,Multifamily,Michigan Plaza (St. Edmund's Plaza),5701 S. Michigan Ave.,60653,773-548-8924,Michigan Plaza LP,230,1178170.371,1867225.804,41.79098039,-87.62222411,"(41.7909803898, -87.6222241137)"
Washington Park,40,Multifamily,Harriett Tubman Apartments,5751-59 S. Michigan Ave.,60637,773-752-9760,Brand New Beginnings Inc.,65,1178184.05,1866708.816,41.78956141,-87.62218963,"(41.7895614137, -87.6221896343)"
Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,60637,773-752-2331,Interfaith Housing Corp.,28,1179276.077,1868251.46,41.79376972,-87.61813849,"(41.7937697184, -87.6181384856)"
