Longitude,Latitude,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX
-122.266693,37.80476,2131,CA003,Oakland Housing Authority,5108741512,5108741674,ejohnson@oakha.org,5108741510,5105327192,ejohnson@oakha.org,Standard Performer,"LARGE (1,000-4,999)",13367,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",30-Jun,Combined,2122,2117,1606,1566,11086,12652,84.51999664,29,14968,13530,100,6305857,6977707,6515300,6513733,0,0,1230,1040,9502,17.42000008,12.93999958,95.95999908,13048,6,Alameda,1,402900,1,1029
-122.259581,38.101321,2195,CA055,HOUSING AUTHORITY OF THE CITY OF VALLEJO,7076484507,7076485249,anne.putney@cityofvallejo.net,7076484408,,anne.putney@cityofvallejo.net,,,2333,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,1927,1927,82.59999847,0,2333,1925,99.90000153,0,0,0,0,0,0,984,916,1763,11.28999996,17.19000053,97.81999969,13009,6,Solano,95,250900,2,2004
-122.254126,47.450465,3187,WA002,HA OF  KING COUNTY,2065741100,2065741104,judij@kcha.org,2065741100,2065741104,stephenn@kcha.org,,"LARGE (1,000-4,999)",9684,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",31-Dec,Combined,2703,2686,2410,2351,9481,11832,97.58999634,27,12124,14756,100,7378620,6983862,4783691,4637779,0,0,928,878,14099,14.01000023,13.31000042,90.37999725,12056,53,King,33,26200,1,1145
-122.238556,47.883278,3189,WA039,Housing Authority of Snohomish County,4252908499,4252905618,dleonard@hasco.org,4252908499,,dleonard@hasco.org,High Performer,VERY SMALL (0-49),3761,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,0,0,0,0,3581,3581,95.20999908,0,3761,3667,100,462723,704149,0,0,0,0,1049,964,3199,14.48999977,20.46999931,98.41999817,12792,53,Snohomish,61,41808,1,1002
-122.226153,48.503878,3273,WA030,HA City of Sedro Woolley,2065741100,2065741104,judij@kcha.org,2065741100,,stephenn@kcha.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),31-Dec,Low-Rent,80,80,80,79,0,79,98.75,0,80,79,100,310107,305320,136217,125891,0,0,471,449,39,26.52000046,25.76000023,98.73000336,10020,53,Skagit,57,951500,5,5028
-122.208325,47.976445,3188,WA006,HA City of Everett,4253391001,4253031122,rickd@evha.org,4253031100,4253031122,ashleyflj@evha.org,High Performer,MEDIUM LOW (100-299),2892,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,291,288,290,284,2885,3169,99.66000366,0,3180,3132,98.83000183,667416,639797,393525,377834,0,0,912,848,2788,15.03999996,17.72999954,99.38999939,11733,53,Snohomish,61,40700,3,3007
-122.179538,47.499527,3225,WA011,HA City of Renton,4252261850,4252718319,mrg@rentonhousing.org,4252261850,4252718319,mrg@rentonhousing.org,High Performer,MEDIUM LOW (100-299),415,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Combined,138,138,138,137,409,546,98.73999786,1,553,968,100,347381,527222,314480,325037,0,0,2028,2008,939,11.35000038,20.06999969,98.44999695,14251,53,King,33,25400,1,1006
-122.152055,38.057439,3887,CA041,CITY OF BENICIA HSG AUTH,7077452071,7077458076,juliep@BeniciaHousingAuthority.org,7077452071,7077458076,juliep@BeniciaHousingAuthority.org,High Performer,SMALL (50-99),372,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Mar,Combined,75,75,75,72,295,367,82.09999847,3,447,378,100,205906,243821,120525,114340,0,0,912,931,287,16.52000046,12.02999973,94.18000031,18171,6,Solano,95,252108,2,2005
-122.128145,38.001931,3392,CA011,Housing Authority of the County Contra Costa,9259578045,9253720236,ecampbell@contracostahousing.org,9259578011,9253720236,jvillarreal@contracostahousing.org,Substandard Financial,"LARGE (1,000-4,999)",6921,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",31-Mar,Combined,1183,1165,1177,986,6322,7308,90.37999725,179,8086,7421,100,4517217,5301780,1909427,1791735,0,0,1330,1196,6303,13.75,15.96000004,99.16000366,14759,6,Contra Costa,13,319000,3,3022
-122.082726,37.667483,3588,CA067,Housing Authority of the County of Alameda,5105388876,5107278554,chrisg@haca.net,5107278513,5107278554,chrisg@haca.net,High Performer,VERY SMALL (0-49),6451,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",30-Jun,Combined,0,0,0,0,6211,6211,97.33999634,0,6381,6365,100,214721,195562,0,446524,0,0,1641,1494,4737,15.71000004,13.65999985,98.19000244,16705,6,Alameda,1,435400,3,3020
-122.05801,36.959631,2197,CA072,SANTA CRUZ COUNTY HSG AUTH,8314549455,8314693712,housing@hacosantacruz.org,8314549455,,housing@hacosantacruz.org,High Performer,MEDIUM LOW (100-299),4890,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",30-Jun,Combined,234,234,234,226,4220,4446,87.47000122,0,5083,4705,100,466735,535603,385362,364393,0,0,1277,1202,4135,13.68000031,12.17000008,98.51000214,15372,6,Santa Cruz,87,101200,1,1006
-122.042081,38.250573,3586,CA065,City of Fairfield,7074287391,7074287391,nholloway@fairfield.ca.gov,7074287387,,nholloway@fairfield.ca.gov,,,887,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,857,857,96.62000275,0,887,856,99.87999725,0,0,0,0,0,0,943,926,700,16.36000061,18.31999969,98.94999695,12665,6,Solano,95,252502,1,1002
-122.041776,38.249049,3587,CA131,COUNTY OF SOLANO HSG AUTH,7074495675,7074496242,emily.cantu@cityofvacaville.com,7077846765,,emily.cantu@cityofvacaville.com,,,251,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Section 8,0,0,0,0,233,233,92.83000183,0,251,255,100,0,0,0,0,0,0,881,834,153,17.98999977,20.88999939,100,14326,6,Solano,95,252502,1,1015
-122.037242,38.239421,2194,CA066,SUISUN CITY HOUSING AUTHORITY,7074217332,7074293758,klawton@suisun.com,7074217332,7074293758,klawton@suisun.com,,,318,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,260,260,81.76000214,0,318,257,98.83999634,0,0,0,0,0,0,819,831,202,16.89999962,19.86000061,100,16643,6,Solano,95,252702,3,3019
-122.001488,38.357775,3352,CA125,CITY OF VACAVILLE,7074495675,7074496242,emily.cantu@cityofvacaville.com,7074495104,7074495149,Emily.Cantu@cityofvacaville.com,,,1193,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,1058,1058,88.68000031,0,1193,1054,99.62000275,0,0,0,0,0,0,928,1667,745,21.10000038,14.86999989,99.43000031,15088,6,Solano,95,253203,3,3013
-121.902851,37.335878,2365,CA056,HOUSING AUTHORITY OF THE CITY OF SAN JOSE,4082758770,4089933041,,4089932903,,Katherine.Harasz@hacsc.org,,,6569,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",30-Jun,Section 8,0,0,0,0,5607,5607,85.62000275,0,6549,5743,100,0,0,0,0,0,0,1740,1520,3625,26.47999954,9.23999977,95.86000061,14027,6,Santa Clara,85,500300,1,1064
-121.902851,37.335878,2366,CA059,Santa Clara County Housing Authority,4082758770,4089933041,countyofsantaclaraHA@hacsc.org,4089932903,,Katherine.Harasz@hacsc.org,Substandard Physical,VERY SMALL (0-49),11363,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",30-Jun,Combined,4,4,4,4,9692,9696,85.62000275,0,11325,9930,100,14501,13525,660388,711506,0,0,1752,1451,5625,27.46999931,9.93000031,93.62000275,13128,6,Santa Clara,85,500300,1,1064
-121.884206,38.028566,2381,CA060,CITY OF PITTSBURG HSG AUTH,9252524113,9254272715,sjackson@ci.pittsburg.ca.us,9254274850,9254274830,sjackson@ci.pittsburg.ca.us,,,1108,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,1015,1015,91.59999847,0,1108,967,95.26999664,0,0,0,0,0,0,1383,1175,866,9.76000023,16.44000053,98.13999939,15703,6,Contra Costa,13,310000,2,2007
-121.878644,37.657113,2382,CA081,Housing Authority of the City of Pleasanton,9259315002,9259315485,sbocian@cityofpleasantonca.gov,9259315002,9259315482,nfialho@ci.pleasanton.ca.gov,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,0,0,0,0,0,0,0,0,0,0,-4,48206,48206,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,6,Alameda,1,450607,1,1031
-121.801235,39.723472,3495,CA043,COUNTY OF BUTTE HSG AUTH,5308954474,5308954459,Contact@Butte-Housing.com,5308954474,5308954459,EdM@Butte-Housing.com,High Performer,MEDIUM HIGH (300-999),2176,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,345,345,345,341,2041,2382,94.48999786,4,2521,2378,99.83000183,913398,998794,557643,557509,0,0,549,536,2069,12.97999954,20.36000061,99.23999786,11558,6,Butte,7,903,1,1000
-121.791069,38.67742,3379,CA044,Housing Authority of the County of Yolo,5306625428,5306625429,lbaker@ych.ca.gov,5306692219,5306625429,lbaker@ych.ca.gov,Standard Performer,MEDIUM HIGH (300-999),1742,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,442,431,431,426,1414,1840,84.68000031,5,2173,1889,100,979754,1053418,799787,741046,0,0,684,664,1397,19.47999954,15.47999954,98.36000061,12588,6,Yolo,113,11001,2,2001
-121.757972,37.682529,3605,CA074,HSG AUTH OF THE CITY OF LIVERMORE,9254473600,9254470942,,9254473600,9254470942,adulay@livermoreha.org,High Performer,MEDIUM LOW (100-299),723,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,125,125,125,125,534,659,77.70999908,0,848,637,96.66000366,306538,362529,225518,212999,0,0,1299,1132,481,18.79999924,12.71000004,98.12000275,19695,6,Alameda,1,451503,4,4005
-121.752104,42.21617,3284,OR017,Klamath Housing Authority,5418840649,5418831568,kha@klamathhousing.org,5418840649,5418831568,diana@klamathhousing.org,High Performer,SMALL (50-99),825,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Combined,59,59,59,59,785,844,95.48000336,0,884,883,100,202815,214223,103858,108915,0,0,548,534,694,13.27999973,17.40999985,98.63999939,9060,41,Klamath,35,971600,3,3006
-121.661909,36.683739,3278,CA033,Housing Authority of the County of Monterey,8317755000,8314240443,jgoebel@hamonterey.org,8317755022,8317755023,jgoebel@hamonterey.org,Substandard Financial,VERY SMALL (0-49),4534,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,0,0,0,0,3243,3243,71.51999664,0,4534,3276,100,497604,453204,770502,1046671,0,0,911,880,2570,20.07999992,13.93999958,98.16999817,14828,6,Monterey,53,1801,2,2014
-121.640387,39.147242,3497,CA048,Regional Housing Authority,5306710220,5306730775,,5306710220,5306730775,G.Becerra@rhasnc.org,Standard Performer,MEDIUM LOW (100-299),1644,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Mar,Combined,173,173,173,170,1670,1840,100,1,1817,1829,99.40000153,276718,382410,317441,299647,0,0,583,570,1836,13.18999958,14.07999992,99.55999756,11064,6,Sutter,101,50604,1,1014
-121.489663,38.581715,3423,CA005,City of Sacramento Housing Authority,9164401319,9164922557,lsdozier@shra.org,9164401319,9164411197,lsdozier@shra.org,Standard Performer,"LARGE (1,000-4,999)",6,VERY SMALL (0-49),"LARGE (1,000-4,999)",31-Dec,Combined,1699,1677,1699,1630,0,1630,97.19999695,30,1677,1630,100,5534611,5995924,2663885,2742697,0,0,419,442,1580,15.67000008,10.68999958,99.38999939,10980,6,Sacramento,67,1101,1,1003
-121.489663,38.581715,3494,CA007,County of Sacramento Housing Authority,9164401319,9164922557,lsdozier@shra.org,9164401319,9164411197,lsdozier@shra.org,Standard Performer,"LARGE (1,000-4,999)",12251,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",31-Dec,Combined,1013,1006,1013,989,11416,12406,93.58000183,17,13257,12841,100,4103738,3544558,1400071,1540822,0,0,821,806,11408,13.89999962,19.12000084,98,11568,6,Sacramento,67,1101,1,1003
-121.289716,37.948152,2384,CA024,Housing Auth. of the County of San Joaquin,2094605065,2094605165,pragsdale@hacsj.com,2094605065,2094605165,pragsdale@hacsj.com,High Performer,"LARGE (1,000-4,999)",5080,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",30-Sep,Combined,1040,1037,1039,1005,4532,5537,90.52999878,31,6116,5664,100,3584529,3910592,2089164,1955406,0,0,697,662,6289,10.03999996,17.89999962,97.90000153,12000,6,San Joaquin,77,300,2,2028
-121.284668,38.748716,3351,CA128,CITY OF ROSEVILLE,9167745270,9167461295,CA128@roseville.ca.us,9167745421,9167461295,CA128@roseville.ca.us,,,663,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,632,632,95.31999969,0,663,607,96.04000092,0,0,0,0,0,0,682,651,265,31.44000053,18.79000092,99.33999634,12972,6,Placer,61,20901,1,1013
-121.178911,45.599678,2243,OR026,Mid-Columbia Housing Authority,5412965462,5412968570,joelm@mid-columbiahousingauthority.org,5412965462,,joelm@columbiacascadehousingcorp.org,,,551,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,534,534,96.91999817,0,551,523,97.94000244,0,0,0,0,0,0,546,525,384,13.35999966,21.61000061,97.70999908,11004,41,Wasco,65,970200,3,3029
-121.178911,45.599678,2311,WA013,Columbia Gorge Housing Authority,5412965462,5412968570,joelm@mid-columbiahousingauthority.org,5412965462,,joelm@columbiacascadehousingcorp.org,,,271,MEDIUM LOW (100-299),MEDIUM LOW (100-299),30-Jun,Section 8,0,0,0,0,243,243,89.66999817,0,271,241,99.18000031,0,0,0,0,0,0,561,545,159,16.29999924,28.47999954,98.76000214,10308,41,Wasco,65,970200,3,3029
-121.174543,44.273441,3285,OR034,Central Oregon Regional Housing Authority,5419231018,5419236441,tkemper@housing-works.org,5413237405,5419236441,tkemper@housing-works.org,Standard Performer,VERY SMALL (0-49),1203,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,0,0,0,0,1220,1220,100,0,1203,1226,100,0,0,0,0,0,0,665,634,922,13.32999992,21.42000008,98.69000244,11839,41,Deschutes,17,800,4,4078
-121.10391,38.939949,3349,CA149,PLACER COUNTY HOUSING AUTHORITY,5308897692,5308896826,nrea@placer.ca.gov,5308897660,5308896826,nrea@placer.ca.gov,,,345,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,294,294,85.22000122,0,345,296,100,0,0,0,0,0,0,662,683,157,23.09000015,24.95000076,98.65000153,12864,6,Placer,61,21501,2,2009
-121.016353,37.613462,2118,CA026,Housing Authority of the County of Stanislaus,2095572000,2095572011,bkauss@stancoha.org,2095572004,2095572011,bkauss@stancoha.org,Standard Performer,MEDIUM HIGH (300-999),4805,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",30-Sep,Combined,647,647,647,629,4277,4906,89.98000336,18,5452,4905,99.98000336,1228032,1436762,1062328,1056330,0,0,602,611,5113,13.88000011,12.5,98.23000336,13152,6,Stanislaus,99,1604,2,2005
-120.941513,39.936533,3496,CA070,COUNTY OF PLUMAS HOUSING AUTHORITY,5302832466,5302832478,,5302832466,5302832478,finance@plumascdc.org,Standard Performer,SMALL (50-99),632,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,96,96,96,85,630,715,98.22000122,7,728,706,98.73999786,179420,196846,182735,173193,0,0,537,575,587,13.14000034,23.22999954,99.86000061,11982,6,Plumas,63,100,1,1037
-120.935221,37.735188,2119,CA017,Housing Authority of the City of Riverbank,2098694501,2098696814,bkauss@stancoha.org,2095572004,2095572011,bkauss@stancoha.org,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),30-Jun,Low-Rent,90,90,90,90,0,90,100,0,90,90,100,79313,102904,119799,114054,0,0,184,203,43,32.95000076,14.19999981,95.55999756,15594,6,Stanislaus,99,301,2,2021
-120.828075,38.727898,3350,CA151,County of El Dorado Housing Authority,5306216300,5306638472,edcha@edcgov.us,5306216270,,patricia.charles-heathers@edcgov.us,,,374,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Section 8,0,0,0,0,348,348,93.05000305,0,374,361,100,0,0,0,0,0,0,753,682,238,16.12000084,26.53000069,96.68000031,12155,6,El Dorado,17,31000,4,4067
-120.663099,35.272436,3271,CA064,Housing Authority of the City of San Luis Obispo,8055434478,8055434992,ssmith@haslo.org,8055434478,8055434992,ssmith@haslo.org,Standard Performer,MEDIUM LOW (100-299),2223,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,172,167,172,163,1987,2150,89.95999908,4,2390,2167,100,130268,135620,260386,246351,0,0,830,803,1363,19.04000092,19.22999954,98.94000244,13259,6,San Luis Obispo,79,11102,1,1029
-120.547307,47.002959,3743,WA009,Housing Authority of Kittitas County,5099629006,5099623575,LowelK@hakittitas.org,5099629006,5099623575,LowelK@hakittitas.org,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),31-Mar,Low-Rent,110,110,110,107,0,107,97.27999878,0,110,107,100,232476,232346,183473,163520,0,0,324,305,106,11.43000031,21.62999916,99.06999969,13380,53,Kittitas,37,975500,3,3022
-120.520137,46.611593,3742,WA042,HA City of Yakima,5094533106,5094947080,Lowel.Krueger@yakimahousing.org,5094533106,5094947080,Lowel.Krueger@yakimahousing.org,Standard Performer,VERY SMALL (0-49),1022,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,0,0,0,0,864,864,84.54000092,0,1022,865,100,311247,311247,248700,248700,0,0,582,559,904,12.19999981,14.14000034,99.19000244,10716,53,Yakima,77,600,2,2000
-120.504651,37.293295,2385,CA023,County of Merced Housing Authority,2093864139,2097220106,rosav@merced-pha.com,2093864108,2097220106,rosav@merced-pha.com,High Performer,MEDIUM HIGH (300-999),2791,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Sep,Combined,421,421,421,410,2677,3087,96.11000061,11,3212,3136,100,1047329,1175523,772866,725667,0,0,611,630,5049,6.3499999,9.21000004,98.01999664,12351,6,Merced,47,1503,1,1014
-120.467102,34.639286,3289,CA021,Housing Authority of the County of Santa Barbara,8057363423,8057357672,bobhavlicek@hasbarco.org,8057363423,8057357672,bobhavlicek@hasbarco.org,High Performer,MEDIUM LOW (100-299),3804,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Dec,Combined,215,214,215,211,3396,3607,89.76999664,2,4018,3653,100,460307,577569,395373,394787,0,0,1029,984,3145,14.78999996,13.21000004,98.95999908,14520,6,Santa Barbara,83,2702,4,4011
-120.308157,47.400965,3758,WA064,HA Of Chelan Co and the City of Wenatchee,5096637421,5096634761,alicia@ccwha.com,5096637421,5096634761,alicia@ccwha.com,,,549,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),31-Dec,Section 8,0,0,0,0,466,466,84.87999725,0,549,451,96.77999878,0,0,0,0,0,0,585,560,300,14.93000031,30.87999916,99.33000183,11358,53,Chelan,7,961100,3,3012
-120.062263,36.961458,3290,CA069,Housing Authority of the City of Madera,5596745695,5596745701,linda@maderaha.org,5596745695,5596745701,linda@maderaha.org,Standard Performer,MEDIUM LOW (100-299),791,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",30-Jun,Combined,244,244,244,239,792,1031,99.61000061,5,1035,1069,100,425057,555134,446264,421167,0,0,545,524,1821,6.07999992,5.69999981,98.5,11388,6,Madera,39,800,2,2033
-120.003246,46.326436,3744,WA035,"Housing Authority of Sunnyside, Washington",5098375454,5098374150,ketha@sunnysideha.org,5098375454,5098374150,ketha@sunnysideha.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),31-Dec,Low-Rent,140,140,140,139,0,139,99.29000092,1,140,139,100,164151,202291,203017,195282,0,0,220,237,129,20.95000076,15.56000042,98.55999756,11076,53,Yakima,77,2001,3,3045
-119.793906,36.737081,3259,CA028,Housing Authority of Fresno County,5594438400,5594458922,pprince@hafresno.org,5594438400,5594458981,pprince@fresnohousing.org,High Performer,MEDIUM HIGH (300-999),5652,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",31-Dec,Combined,685,681,678,642,5493,6135,96.98000336,32,6326,6232,100,2087057,2353887,1198849,1272618,0,0,587,568,8677,6.86999989,9.85999966,98.04000092,10939,6,Fresno,19,100,1,1024
-119.793906,36.737081,3291,CA006,Housing Authority City of Fresno,5594438400,5594438922,pprince@hafresno.org,5594458400,5594438981,pprince@fresnohousing.org,High Performer,MEDIUM HIGH (300-999),7198,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",31-Dec,Combined,727,724,509,493,6758,7251,94.12000275,12,7704,7394,100,1829944,1886577,1114396,1096547,0,0,585,974,10378,5.9000001,10.72999954,97.98000336,10908,6,Fresno,19,100,1,1024
-119.792323,39.538744,3471,NV001,CITY OF RENO HOUSING AUTHORITY,7753293630,7757861712,ajones@renoha.org,7753293630,7757861712,ajones@renoha.org,High Performer,MEDIUM HIGH (300-999),2802,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,764,756,751,733,2436,3169,89.31999969,18,3548,3275,100,1193761,1441716,943107,915990,0,0,553,509,2393,20.17000008,18.03000069,83.54000092,11676,32,Washoe,31,1801,1,1007
-119.725071,39.16841,3275,NV905,NEVADA RURAL HSG AUTH,7758871795,7758871798,glongaker@nvrural.org,7758871795,7758871798,tlancaster@nvrural.org,,,1632,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Section 8,0,0,0,0,1414,1414,86.63999939,0,1632,1527,100,0,0,0,0,0,0,673,702,1067,18.70000076,17.29999924,99.27999878,10469,32,Carson City,510,1001,1,1008
-119.695002,34.424249,3465,CA076,Housing Authority of the City of Santa Barbara,8059651071,8055647041,rfredericks@hacsb.org,8058971051,8055647041,rfredericks@hacsb.org,Standard Performer,VERY SMALL (0-49),2459,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",31-Mar,Combined,0,0,0,0,2374,2374,96.54000092,0,2459,2423,100,0,93676,0,542509,0,0,1148,1141,1368,26.71999931,12.92000008,98.76000214,15232,6,Santa Barbara,83,900,1,1006
-119.646229,36.331994,3466,CA053,KINGS COUNTY HOUSING AUTH,5595822806,5595836964,bhoskins@hakc.com,5595822806,5595836964,bhoskins@hakc.com,Standard Performer,MEDIUM LOW (100-299),688,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),30-Jun,Combined,268,268,268,258,556,814,85.15000153,10,956,845,100,594015,682020,497136,496398,0,0,618,571,1231,6.67999983,11.13000011,99.41000366,11064,6,Kings,31,900,6,6021
-119.578949,48.36504,3723,WA071,Housing Authority of Okanogan County,5094223721,5094221713,nancy@okanoganhousing.org,5094223721,5094221713,nancy@okanoganhousing.org,,,248,MEDIUM LOW (100-299),MEDIUM LOW (100-299),31-Dec,Section 8,0,0,0,0,166,166,66.94000244,0,248,247,100,0,0,0,0,0,0,766,750,127,22.70999908,25.22999954,99.19000244,9840,53,Okanogan,47,970700,1,1019
-119.348001,36.324414,3467,CA030,Tulare County Housing Authority,5596273700,5597330169,info@hatc.net,5596273700,5597330169,ken@hatc.net,,MEDIUM HIGH (300-999),2911,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",30-Jun,Combined,710,710,710,694,2758,3452,95.33000183,16,3621,3373,97.70999908,1060579,1236901,1178654,1178369,0,0,600,616,5884,6.11999989,7.96999979,85.73999786,19569,6,Tulare,107,2008,2,2003
-119.330746,35.59467,3468,CA046,City of Wasco Housing Authority,6617586406,6617580765,rosario@wascoha.com,6617586406,6617580765,patrickwah@brighthouse.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),30-Jun,Low-Rent,25,25,25,25,0,25,100,0,25,22,88,64525,75808,36121,34068,0,0,335,366,40,6.32999992,3.79999995,100,11683,6,Kern,29,4402,1,1021
-119.326041,47.176551,3759,WA014,HA Of Grant County,5097625541,5097622202,canderson@hagc.net,5097625541,5097622202,canderson@hagc.net,High Performer,MEDIUM LOW (100-299),237,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),31-Dec,Combined,218,218,218,210,241,451,99.12000275,7,455,453,100,368807,399254,346817,333226,0,0,399,392,499,9.36999989,17.73999977,98.44999695,10236,53,Grant,25,10800,1,1088
